query_id,true_id,k,order_type,retrieved_docs,generated_code,pass@1,result_details
3,HumanEval/3,5,normal,"['HumanEval/3', '677', 'HumanEval/134', '605', '92']","from typing import List

def below_zero(operations: List[int]) -> bool:
    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
3,HumanEval/3,10,normal,"['HumanEval/3', '677', 'HumanEval/134', '605', '92', 'HumanEval/94', '481', '541', 'HumanEval/31', '138']","from typing import List

def below_zero(operations: List[int]) -> bool:
    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
4,HumanEval/4,1,normal,['717'],"import math

def mean_absolute_deviation(numbers):
    n = len(numbers)
    if n <= 1:
        return 0.0
    mean = sum(numbers) / n
    variance = sum((x - mean) ** 2 for x in numbers) / n
    return math.sqrt(variance)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
4,HumanEval/4,5,normal,"['717', 'HumanEval/4', '875', '63', '432']","from typing import List
import math

def mean_absolute_deviation(numbers: List[float]) -> float:
    n = len(numbers)
    if n <= 1:
        return 0.0
    mean = sum(numbers) / n
    return sum(math.fabs(x - mean) for x in numbers) / n",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
4,HumanEval/4,10,normal,"['717', 'HumanEval/4', '875', '63', '432', 'HumanEval/20', 'HumanEval/0', '599', 'HumanEval/21', '588']","from typing import List
import math

def mean_absolute_deviation(numbers: List[float]) -> float:
    if len(numbers) <= 1:
        return 0.0
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
5,HumanEval/5,1,normal,['HumanEval/5'],"from typing import List


def inters(numbers: List[int], delimeter: int) -> List[int]:
    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result",0.0,entry point not found
5,HumanEval/5,5,normal,"['HumanEval/5', 'HumanEval/20', 'HumanEval/0', 'HumanEval/25', 'HumanEval/32']","from typing import List

def intersperse(delimiter: int, numbers: List[int]) -> List[int]:
    result = []
    for n in numbers[:-1]:
        result.append(n)
        result.append(delimiter)
    result.append(numbers[-1])
    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
5,HumanEval/5,10,normal,"['HumanEval/5', 'HumanEval/20', 'HumanEval/0', 'HumanEval/25', 'HumanEval/32', 'HumanEval/9', 'HumanEval/21', 'HumanEval/8', 'HumanEval/4', 'HumanEval/1']","from typing import List

def intersperse(delimiter: int, numbers: List[int]) -> List[int]:
    if not numbers:
        return []

    result = []
    for n in numbers[:-1]:
        result.append(n)
        result.append(delimiter)

    result.append(numbers[-1])
    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
6,HumanEval/6,1,normal,['HumanEval/6'],"from typing import List

def parse_paren_group(s: str) -> int:
    depth = 0
    max_depth = 0
    for c in s:
        if c == '(':
            depth += 1
            max_depth = max(depth, max_depth)
        else:
            depth -= 1

    return max_depth

def parse_paren_groups(paren_string: str) -> List[int]:
    return [parse_paren_group(x) for x in paren_string.split(' ') if x]",0.0,entry point not found
6,HumanEval/6,5,normal,"['HumanEval/6', 'HumanEval/1', 'HumanEval/56', 'HumanEval/61', 'HumanEval/38']","from typing import List

def parse_paren_group(s: str) -> int:
    depth = 0
    max_depth = 0
    for c in s:
        if c == '(':
            depth += 1
            max_depth = max(depth, max_depth)
        else:
            depth -= 1

    return max_depth

def parse_paren_string(paren_string: str) -> List[int]:
    return [parse_paren_group(x) for x in paren_string.split(' ') if x]",0.0,entry point not found
6,HumanEval/6,10,normal,"['HumanEval/6', 'HumanEval/1', 'HumanEval/56', 'HumanEval/61', 'HumanEval/38', 'HumanEval/132', 'HumanEval/7', 'HumanEval/28', '247', 'HumanEval/19']","def func_0(paren_string: str) -> List[int]:
    def func_1(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth))
            else:
                depth -= 1

        return max_depth

    return [func_1(x) for x in paren_string.split(' ') if x]",0.0,entry point not found
7,HumanEval/7,1,normal,['HumanEval/7'],"from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [x for x in strings if substring in x]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
7,HumanEval/7,5,normal,"['HumanEval/7', 'HumanEval/29', 'HumanEval/1', 'HumanEval/28', 'HumanEval/14']","from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [x for x in strings if substring in x]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
7,HumanEval/7,10,normal,"['HumanEval/7', 'HumanEval/29', 'HumanEval/1', 'HumanEval/28', 'HumanEval/14', 'HumanEval/12', 'HumanEval/6', '823', '861', '374']","from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [x for x in strings if substring in x]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
8,HumanEval/8,1,normal,['HumanEval/8'],"from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
8,HumanEval/8,5,normal,"['HumanEval/8', '65', '758', '779', '142']","from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_value = 0
    product_value = 1

    for n in numbers:
        sum_value += n
        product_value *= n
    return sum_value, product_value",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
8,HumanEval/8,10,normal,"['HumanEval/8', '65', '758', '779', '142', '212', '170', 'HumanEval/60', '870', '133']","from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
9,HumanEval/9,1,normal,['HumanEval/9'],"from typing import List

def running_max(numbers: List[int]) -> List[int]:
    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result",0.0,entry point not found
9,HumanEval/9,5,normal,"['HumanEval/9', '805', '90', '443', 'HumanEval/21']","from typing import List

def rolling_max(numbers: List[int]) -> List[int]:
    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
9,HumanEval/9,10,normal,"['HumanEval/9', '805', '90', '443', 'HumanEval/21', '418', '290', '517', '294', '366']","from typing import List

def rolling_max(numbers: List[int]) -> List[int]:
    running_max = None
    result = []

    for n in numbers:
        if running_max is None:
            running_max = n
        else:
            running_max = max(running_max, n)

        result.append(running_max)

    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
10,HumanEval/10,1,normal,['HumanEval/10'],"def is_palindrome(string: str) -> bool:
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    if not string:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return string + string[:beginning_of_suffix][::-1]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
10,HumanEval/10,5,normal,"['HumanEval/10', 'HumanEval/107', '823', '557', 'HumanEval/82']","def is_palindrome(string):
    return string == string[::-1])

def make_palindrome(string):
    if not string:
        return ''
    beginning_of_suffix = 0
    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1
    return string + string[:beginning_of_suffix][::-1]",0.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': False, 'result': ""failed: unmatched ')' (<string>, line 2)"", 'completion_id': 0})]})"
10,HumanEval/10,10,normal,"['HumanEval/10', 'HumanEval/107', '823', '557', 'HumanEval/82', '523', '131', '964', '913', '210']","def is_palindrome(string):
    return string == string[::-1]

def find_longest_palindrome(string):
    if not string:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return string + string[:beginning_of_suffix][::-1]",0.0,entry point not found
11,HumanEval/11,1,normal,['HumanEval/11'],"from typing import List

def string_xor(a: List[str], b: List[str])

def string_xor(a: str, b: str) -> str:
    return ''.join('1' if x!= y else '0' for x, y in zip(a, b))",0.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': False, 'result': ""failed: expected ':' (<string>, line 3)"", 'completion_id': 0})]})"
11,HumanEval/11,5,normal,"['HumanEval/11', '119', '456', 'HumanEval/7', '690']","from typing import List

def string_xor(a: str, b: str) -> str:
    return ''.join('1' if x!= y else '0' for x, y in zip(a, b))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
11,HumanEval/11,10,normal,"['HumanEval/11', '119', '456', 'HumanEval/7', '690', '589', '699', '595', 'HumanEval/28', '909']","from typing import List

def string_xor(a: str, b: str) -> str:
    return ''.join('1' if x!= y else '0' for x, y in zip(a, b))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
12,HumanEval/12,1,normal,['HumanEval/12'],"from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    return max(strings, key=len)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
12,HumanEval/12,5,normal,"['HumanEval/12', '232', 'HumanEval/28', 'HumanEval/7', 'HumanEval/1']","from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    return max(strings, key=len)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
12,HumanEval/12,10,normal,"['HumanEval/12', '232', 'HumanEval/28', 'HumanEval/7', 'HumanEval/1', '393', 'HumanEval/6', 'HumanEval/14', 'HumanEval/29', '90']","from typing import List

def longest(strings: List[str]) -> str:
    return max(strings, key=len)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
13,HumanEval/13,1,normal,['218'],"import math

def greatest_common_divisor(a, b):
    if b == 0:
        return a
    else:
        return greatest_common_divisor(b, a % b)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
13,HumanEval/13,5,normal,"['218', 'HumanEval/13', '45', '687', '520']","import math

def greatest_common_divisor(a: int, b: int) -> int:
    return math.gcd(a, b)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
13,HumanEval/13,10,normal,"['218', 'HumanEval/13', '45', '687', '520', '47', '501', '151', '356', '589']","import math

def greatest_common_divisor(a: int, b: int) -> int:
    while b:
        a, b = b, a % b
    return a",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
14,HumanEval/14,1,normal,['HumanEval/29'],"from typing import List

def all_prefixes(strings: List[str], prefix: str) -> List[str]:
    return [x for x in strings if x.startswith(prefix)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
14,HumanEval/14,5,normal,"['HumanEval/29', 'HumanEval/14', 'HumanEval/28', 'HumanEval/1', 'HumanEval/7']","from typing import List

def all_prefixes(string: str) -> List[str]:
    return [string[:i+1] for i in range(len(string))]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
14,HumanEval/14,10,normal,"['HumanEval/29', 'HumanEval/14', 'HumanEval/28', 'HumanEval/1', 'HumanEval/7', 'HumanEval/12', '374', 'HumanEval/10', 'HumanEval/6', '181']","def longest_common_prefix(strs):
    if not strs:
        return """"

    shortest_str = min(strs, key=len)

    for i, char in enumerate(shortest_str):
        for other in strs:
            if other[i]!= char:
                return shortest_str[:i]

    return shortest_str",0.0,entry point not found
15,HumanEval/15,1,normal,['HumanEval/15'],"def string(n: int) -> str:
    return''.join(map(str, range(n + 1))",0.0,entry point not found
15,HumanEval/15,5,normal,"['HumanEval/15', 'HumanEval/36', '552', '128', '220']","def string_0(n: int) -> str:
    return''.join(str(x) for x in range(n + 1))",0.0,entry point not found
15,HumanEval/15,10,normal,"['HumanEval/15', 'HumanEval/36', '552', '128', '220', '628', '125', '49', '154', '84']","def func_0(n: int) -> str:
    return''.join([str(x) for x in range(n + 1)])",0.0,entry point not found
16,HumanEval/16,1,normal,['666'],"from collections import Counter

def count_distinct_characters(string):
    return len(Counter(string))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
16,HumanEval/16,5,normal,"['666', '165', '813', '684', '182']","from collections import Counter

def count_distinct_characters(string):
    return len(Counter(string))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
16,HumanEval/16,10,normal,"['666', '165', '813', '684', '182', '523', '557', 'HumanEval/23', 'HumanEval/27', 'HumanEval/18']","def count_distinct_chars(string: str) -> int:
    return len(set(string))",0.0,entry point not found
17,HumanEval/17,1,normal,['HumanEval/17'],"def music_string(music_string: str) -> list[int]:
    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split()]",0.0,entry point not found
17,HumanEval/17,5,normal,"['HumanEval/17', 'HumanEval/18', 'HumanEval/1', 'HumanEval/14', 'HumanEval/6']","from typing import List

def music_string(music_string: str) -> List[int]:
    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]",0.0,entry point not found
17,HumanEval/17,10,normal,"['HumanEval/17', 'HumanEval/18', 'HumanEval/1', 'HumanEval/14', 'HumanEval/6', '667', '819', '390', 'HumanEval/19', 'HumanEval/5']","def music_string(music_string: str) -> list[int]:
    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]",0.0,entry point not found
18,HumanEval/18,1,normal,['HumanEval/18'],"def how_many_times(string: str, substring: str) -> int:
    return string.count(substring)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
18,HumanEval/18,5,normal,"['HumanEval/18', '666', '165', '684', '813']","def how_many_times(string: str, substring: str) -> int:
    return string.count(substring)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
18,HumanEval/18,10,normal,"['HumanEval/18', '666', '165', '684', '813', '823', '523', '667', 'HumanEval/23', 'HumanEval/16']","def how_many_times(string, substring):
    return string.count(substring)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
19,HumanEval/19,1,normal,['HumanEval/19'],"from typing import List

def sort_numbers(numbers: str) -> str:
    """"""Sorts numbers in a given string and returns the sorted string.""""""
    
    # Split the input string into a list of numbers
    num_list: List[str] = numbers.split()
    
    # Sort the list of numbers
    num_list.sort(key=lambda x: int(x))
    
    # Join the sorted list back into a string
    sorted_str =''.join(num_list)
    
    return sorted_str",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
19,HumanEval/19,5,normal,"['HumanEval/19', '749', 'HumanEval/145', 'HumanEval/21', 'HumanEval/5']","from typing import List

def sort_numbers(numbers: str) -> str:
    numbers = [int(x) for x in numbers.split(' ')]
    numbers.sort()
    return''.join(map(str, numbers))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
19,HumanEval/19,10,normal,"['HumanEval/19', '749', 'HumanEval/145', 'HumanEval/21', 'HumanEval/5', 'HumanEval/105', '104', '896', '915', '670']","from typing import List

def sort_numbers(numbers: str) -> str:
    value_map = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
       'six': 6,
       'seven': 7,
        'eight': 8,
        'nine': 9
    }
    return''.join(sorted([x for x in numbers.split(' ') if x in value_map], key=lambda x: value_map[x]))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
20,HumanEval/20,1,normal,['HumanEval/20'],"from typing import List, Tuple

def number(numbers: List[float]) -> Tuple[float, float]:
    numbers.sort()
    closest_pair = (numbers[0], numbers[1])
    min_distance = abs(numbers[0] - numbers[1])

    for idx in range(1, len(numbers) - 1):
        distance = abs(numbers[idx] - numbers[idx + 1])
        if distance < min_distance:
            min_distance = distance
            closest_pair = (numbers[idx], numbers[idx + 1])

    return closest_pair",0.0,entry point not found
20,HumanEval/20,5,normal,"['HumanEval/20', 'HumanEval/0', 'HumanEval/21', 'HumanEval/5', 'HumanEval/9']","from typing import List, Tuple

def func_0(numbers: List[float]) -> Tuple[float, float]:
    numbers.sort()
    closest_pair = (numbers[0], numbers[1])
    min_distance = abs(numbers[0] - numbers[1])

    for idx in range(1, len(numbers) - 1):
        distance = abs(numbers[idx] - numbers[idx + 1])
        if distance < min_distance:
            min_distance = distance
            closest_pair = (numbers[idx], numbers[idx + 1])

    return closest_pair",0.0,entry point not found
20,HumanEval/20,10,normal,"['HumanEval/20', 'HumanEval/0', 'HumanEval/21', 'HumanEval/5', 'HumanEval/9', '755', '108', '308', '943', '251']","from typing import List, Tuple

def func_0(numbers: List[float]) -> Tuple[float, float]:
    closest_pair = None
    min_distance = float('inf')

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx!= idx2:
                distance = abs(elem - elem2)
                if distance < min_distance:
                    min_distance = distance
                    closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair",0.0,entry point not found
21,HumanEval/21,1,normal,['HumanEval/21'],"from typing import List

def rescale(numbers: List[float]) -> List[float]:
    min_number = min(numbers)
    max_number = max(numbers)
    return [(x - min_number) / (max_number - min_number) for x in numbers]",0.0,entry point not found
21,HumanEval/21,5,normal,"['HumanEval/21', '409', 'HumanEval/4', 'HumanEval/20', 'HumanEval/5']","from typing import List

def rescale_numbers(numbers: List[float]) -> List[float]:
    min_number = min(numbers)
    max_number = max(numbers)
    return [(x - min_number) / (max_number - min_number) for x in numbers]",0.0,entry point not found
21,HumanEval/21,10,normal,"['HumanEval/21', '409', 'HumanEval/4', 'HumanEval/20', 'HumanEval/5', 'HumanEval/9', '366', '947', '120', '517']","from typing import List

def rescale(numbers: List[float]) -> List[float]:
    min_number = min(numbers)
    max_number = max(numbers)
    return [(x - min_number) / (max_number - min_number) for x in numbers]",0.0,entry point not found
22,HumanEval/22,1,normal,['HumanEval/22'],"def filter_cyclic(values: list) -> list:
    return [x for x in values if isinstance(x, int)]",0.0,entry point not found
22,HumanEval/22,5,normal,"['HumanEval/22', 'HumanEval/5', 'HumanEval/26', 'HumanEval/9', 'HumanEval/25']","from typing import List, Any

def filter_cyclic(values: List[Any]) -> List[int]:
    return [x for x in values if isinstance(x, int)]",0.0,entry point not found
22,HumanEval/22,10,normal,"['HumanEval/22', 'HumanEval/5', 'HumanEval/26', 'HumanEval/9', 'HumanEval/25', 'HumanEval/19', 'HumanEval/21', '817', '883', 'HumanEval/8']","from typing import List, Any

def filter_values(values: List[Any]) -> List[int]:
    return [x for x in values if isinstance(x, int)]",0.0,entry point not found
23,HumanEval/23,1,normal,['HumanEval/23'],"def strlen(string: str) -> int:
    return len(string)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
23,HumanEval/23,5,normal,"['HumanEval/23', '238', '828', 'HumanEval/16', 'HumanEval/18']","def strlen(s: str) -> int:
    return len(s)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
23,HumanEval/23,10,normal,"['HumanEval/23', '238', '828', 'HumanEval/16', 'HumanEval/18', '628', '667', '118', '165', '666']","def strlen(string: str) -> int:
    return len(string)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
24,HumanEval/24,1,normal,['HumanEval/59'],"def largest_divisor(n: int) -> int:
    def is_prime(k: int) -> bool:
        if k < 2:
            return False
        for i in range(2, int(k ** 0.5) + 1):
            if k % i == 0:
                return False
    largest = 1
    for j in range(2, n + 1):
        if n % j == 0 and is_prime(j):
            largest = max(largest, j)
    return largest",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
24,HumanEval/24,5,normal,"['HumanEval/59', '232', '392', '485', '735']","def largest_divisor(n):
    def is_prime(k):
        if k < 2:
            return False
        for i in range(2, int(k ** 0.5) + 1):
            if k % i == 0:
                return False
        return True

    largest = 1
    for j in range(2, n + 1):
        if n % j == 0 and is_prime(j):
            largest = max(largest, j)
    return largest",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
