query_id,true_id,k,order_type,retrieved_docs,generated_code,pass@1,result_details
3,HumanEval/3,5,normal,"['HumanEval/3', 'HumanEval/52', 'HumanEval/0', '113', 'HumanEval/32']","from typing import List

def below_zero(operations: List[int]) -> bool:
    total = 0
    for num in operations:
        total += num
        if total < 0:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
3,HumanEval/3,10,normal,"['HumanEval/3', 'HumanEval/52', 'HumanEval/0', '113', 'HumanEval/32', '477', 'HumanEval/40', 'HumanEval/43', '69', 'HumanEval/94']","def below_zero(operations):
    balance = 0
    for operation in operations:
        balance += operation
        if balance < 0:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
4,HumanEval/4,1,normal,['HumanEval/4'],"from typing import List

def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
4,HumanEval/4,5,normal,"['HumanEval/4', '717', '145', 'HumanEval/21', 'HumanEval/20']","from typing import List

def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
4,HumanEval/4,10,normal,"['HumanEval/4', '717', '145', 'HumanEval/21', 'HumanEval/20', 'HumanEval/47', '63', 'HumanEval/103', '622', '664']","from typing import List

def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
5,HumanEval/5,1,normal,['HumanEval/5'],"from typing import List

def inters(var_0: List[int], var_1: int) -> List[int]:
    if not var_0:
        return []
    var_2 = []
    for var_3 in var_0[:-1]:
        var_2.append(var_3)
        var_2.append(var_1)
    var_2.append(var_0[-1])
    return var_2",0.0,entry point not found
5,HumanEval/5,5,normal,"['HumanEval/5', '578', '251', '503', 'HumanEval/25']","from typing import List

def intersperse(var_0: List[int], var_1: int) -> List[int]:
    if not var_0:
        return []
    var_2 = []
    for var_3 in var_0[:-1]:
        var_2.append(var_3)
        var_2.append(var_1)
    var_2.append(var_0[-1])
    return var_2",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
5,HumanEval/5,10,normal,"['HumanEval/5', '578', '251', '503', 'HumanEval/25', '500', 'HumanEval/32', 'HumanEval/28', '621', 'HumanEval/20']","from typing import List

def intersperse(var_0: List[int], var_1: int) -> List[int]:
    if not var_0:
        return []
    var_2 = []
    for var_3 in var_0[:-1]:
        var_2.append(var_3)
        var_2.append(var_1)
    var_2.append(var_0[-1])
    return var_2",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
6,HumanEval/6,1,normal,['HumanEval/6'],"from typing import List

def parse_nested_parens(var_0: str) -> List[int]:
    def parse_paren_group(var_1):
        var_2 = 0
        var_3 = 0
        for var_4 in var_1:
            if var_4 == '(':
                var_2 += 1
                var_3 = max(var_2, var_3)
            else:
                var_2 -= 1
        return var_3
    return [parse_paren_group(var_2) for var_3 in var_0.split(' ') if var_3]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
6,HumanEval/6,5,normal,"['HumanEval/6', 'HumanEval/1', 'HumanEval/132', 'HumanEval/119', 'HumanEval/17']","from typing import List

def parse_nested_parens(s: str) -> List[int]:
    def parse_paren_group(group):
        depth = 0
        max_depth = 0
        for char in group:
            if char == '(':
                depth += 1
                max_depth = max(max_depth, depth)
            else:
                depth -= 1
        return max_depth
    return [parse_paren_group(group) for group in s.split() if group]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
6,HumanEval/6,10,normal,"['HumanEval/6', 'HumanEval/1', 'HumanEval/132', 'HumanEval/119', 'HumanEval/17', '877', '538', 'HumanEval/61', '640', 'HumanEval/56']","from typing import List

def parse_nested_parens(var_0: str) -> List[int]:
    def parse_paren_group(var_1):
        var_2 = 0
        var_3 = 0
        for var_4 in var_1:
            if var_4 == '(':
                var_2 += 1
                var_3 = max(var_2, var_3)
            else:
                var_2 -= 1
        return var_3
    return [parse_paren_group(x) for x in var_0.split(' ') if x]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
7,HumanEval/7,1,normal,['HumanEval/7'],"from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [string for string in strings if substring in string]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
7,HumanEval/7,5,normal,"['HumanEval/7', 'HumanEval/29', 'HumanEval/22', '823', '456']","from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [string for string in strings if substring in string]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
7,HumanEval/7,10,normal,"['HumanEval/7', 'HumanEval/29', 'HumanEval/22', '823', '456', '91', '27', 'HumanEval/11', '18', '118']","from typing import List

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    return [string for string in strings if substring in string]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
8,HumanEval/8,1,normal,['HumanEval/8'],"from typing import List, Tuple

def sum_product(var_0: List[int]) -> Tuple[int, int]:
    var_1 = 0
    var_2 = 1
    for var_3 in var_0:
        var_1 += var_3
        var_2 *= var_3
    return (var_1, var_2)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
8,HumanEval/8,5,normal,"['HumanEval/8', '514', '65', '796', '728']","from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_of_numbers = 0
    product_of_numbers = 1
    for number in numbers:
        sum_of_numbers += number
        product_of_numbers *= number
    return sum_of_numbers, product_of_numbers",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
8,HumanEval/8,10,normal,"['HumanEval/8', '514', '65', '796', '728', 'HumanEval/60', '170', '649', '798', 'HumanEval/22']","from typing import List, Tuple

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_of_numbers = 0
    product_of_numbers = 1
    for number in numbers:
        sum_of_numbers += number
        product_of_numbers *= number
    return sum_of_numbers, product_of_numbers",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
9,HumanEval/9,1,normal,['HumanEval/9'],"from typing import List

def closest_max(var_0: List[int]) -> List[int]:
    var_1 = []
    var_2 = None
    for var_3 in var_0:
        if var_2 is None:
            var_2 = var_3
        else:
            var_2 = max(var_2, var_3)
        var_1.append(var_2)
    return var_1",0.0,entry point not found
9,HumanEval/9,5,normal,"['HumanEval/9', 'HumanEval/35', '259', 'HumanEval/163', 'HumanEval/147']","from typing import List

def rolling_max(nums: List[int]) -> List[int]:
    max_so_far = float('-inf')
    result = []
    
    for num in nums:
        max_so_far = max(max_so_far, num)
        result.append(max_so_far)
        
    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
9,HumanEval/9,10,normal,"['HumanEval/9', 'HumanEval/35', '259', 'HumanEval/163', 'HumanEval/147', '805', '393', '130', 'HumanEval/12', '971']","from typing import List

def rolling_max(var_0: List[int]) -> List[int]:
    var_1 = None
    var_2 = []
    for var_3 in var_0:
        if var_1 is None:
            var_1 = var_3
        else:
            var_1 = max(var_1, var_3)
        var_2.append(var_1)
    return var_2",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
10,HumanEval/10,1,normal,['HumanEval/10'],"def make_palindrome(string: str) -> str:
    if not string:
        return ''
    postfix = ''
    for char in reversed(string):
        postfix = char + postfix
        if postfix == postfix[::-1]:
            break
    return string + postfix",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
10,HumanEval/10,5,normal,"['HumanEval/10', 'HumanEval/48', '864', '485', '909']","def make_palindrome(s: str) -> str:
    rev_s = s[::-1]
    for i in range(len(s)):
        if s.startswith(rev_s[i:]):
            return s + rev_s[i:]
    return s + rev_s",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
10,HumanEval/10,10,normal,"['HumanEval/10', 'HumanEval/48', '864', '485', '909', 'HumanEval/107', '100', '364', '823', '53']","def is_palindrome(var_0: str) -> bool:
    return var_0 == var_0[::-1]

def make_palindrome(var_0: str) -> str:
    if not var_0:
        return ''
    var_1 = 0
    while not is_palindrome(var_0[var_1:]):
        var_1 += 1
    return var_0 + var_0[:var_1][::-1]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
11,HumanEval/11,1,normal,['HumanEval/11'],"from typing import List

def string_xor(var_0: str, var_1: str) -> str:
    return ''.join('1' if x!= y else '0' for x, y in zip(var_0, var_1))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
11,HumanEval/11,5,normal,"['HumanEval/11', '399', '456', '364', '226']","def string_xor(var_0: str, var_1: str) -> str:
    return ''.join('1' if x!= y else '0' for x, y in zip(var_0, var_1))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
11,HumanEval/11,10,normal,"['HumanEval/11', '399', '456', '364', '226', '192', 'HumanEval/78', '310', '538', 'HumanEval/7']","from typing import List

def string_xor(var_0: str, var_1: str) -> str:
    return ''.join('1' if x!= y else '0' for x, y in zip(var_0, var_1))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
12,HumanEval/12,1,normal,['HumanEval/12'],"from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    max_len = max(len(s) for s in strings)
    return next(s for s in strings if len(s) == max_len)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
12,HumanEval/12,5,normal,"['HumanEval/12', '393', '207', 'HumanEval/153', 'HumanEval/9']","from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    max_len = max(len(s) for s in strings)
    return next(s for s in strings if len(s) == max_len)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
12,HumanEval/12,10,normal,"['HumanEval/12', '393', '207', 'HumanEval/153', 'HumanEval/9', '128', 'HumanEval/6', 'HumanEval/7', 'HumanEval/136', 'HumanEval/11']","from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    max_len = max((len(x) for x in strings))
    for s in strings:
        if len(s) == max_len:
            return s",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
13,HumanEval/13,1,normal,['HumanEval/13'],"import math

def greatest_common_divisor(a: int, b: int) -> int:
    return math.gcd(a, b)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
13,HumanEval/13,5,normal,"['HumanEval/13', '498', '45', '339', '151']","import math

def greatest_common_divisor(a, b):
    return math.gcd(a, b)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
13,HumanEval/13,10,normal,"['HumanEval/13', '498', '45', '339', '151', '781', '681', 'HumanEval/24', '687', '96']","import math

def greatest_common_divisor(a, b):
    while b:
        a, b = b, a % b
    return a",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
14,HumanEval/14,1,normal,['HumanEval/14'],"from typing import List

def all_prefixes(var_0: str) -> List[str]:
    var_1 = []
    for var_2 in range(len(var_0) + 1):
        var_1.append(var_0[:var_2])
    return var_1",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
14,HumanEval/14,5,normal,"['HumanEval/14', 'HumanEval/29', '181', 'HumanEval/12', 'HumanEval/7']","from typing import List

def all_prefixes(var_0: str) -> List[str]:
    return [var_0[:var_2 + 1] for var_2 in range(len(var_0))]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
14,HumanEval/14,10,normal,"['HumanEval/14', 'HumanEval/29', '181', 'HumanEval/12', 'HumanEval/7', '456', '374', 'HumanEval/28', 'HumanEval/6', '207']","def all_prefixes(var_0: str) -> List[str]:
    return [var_0[:var_1 + 1] for var_1 in range(len(var_0))]",0.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': False, 'result': ""failed: name 'List' is not defined"", 'completion_id': 0})]})"
15,HumanEval/15,1,normal,['HumanEval/15'],"def string_sequence(var_0: int) -> str:
    return''.join([str(x) for x in range(var_0 + 1)])",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
15,HumanEval/15,5,normal,"['HumanEval/15', '785', '132', '552', '39']","def string_sequence(n: int) -> str:
    return''.join([str(x) for x in range(n + 1)])",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
15,HumanEval/15,10,normal,"['HumanEval/15', '785', '132', '552', '39', '84', '542', '310', '749', '538']","def string_sequence(n: int) -> str:
    return''.join([str(x) for x in range(n + 1)])",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
16,HumanEval/16,1,normal,['HumanEval/16'],"def count_distinct_characters(string: str) -> int:
    return len(set(string.lower()))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
16,HumanEval/16,5,normal,"['HumanEval/16', '684', '352', '666', '165']","def count_distinct_characters(string: str) -> int:
    return len(set(string.lower()))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
16,HumanEval/16,10,normal,"['HumanEval/16', '684', '352', '666', '165', '238', '813', '523', '242', '61']","def count_distinct_characters(string: str) -> int:
    return len(set(string.lower()))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
17,HumanEval/17,1,normal,['HumanEval/17'],"from typing import List

def parse_music(music_string: str) -> List[int]:
    music_dict = {'o': 4, 'o|': 2, '.|': 1}
    return [music_dict.get(note, 0) for note in music_string.split() if note]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
17,HumanEval/17,5,normal,"['HumanEval/17', '686', 'HumanEval/6', '785', '226']","from typing import List

def music_string(var_0: str) -> List[int]:
    var_1 = {'o': 4, 'o|': 2, '.|': 1}
    return [var_1[x] for x in var_0.split() if x in var_1]",0.0,entry point not found
17,HumanEval/17,10,normal,"['HumanEval/17', '686', 'HumanEval/6', '785', '226', '40', '192', '18', 'HumanEval/1', '238']","from typing import List

def parse_music(music_string: str) -> List[int]:
    music_dict = {'o': 4, 'o|': 2, '.|': 1}
    return [music_dict[x] for x in music_string.split(' ') if x]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
18,HumanEval/18,1,normal,['HumanEval/18'],"def how_many_times(string, substring):
    return string.count(substring)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
18,HumanEval/18,5,normal,"['HumanEval/18', '238', '61', '773', '684']","def how_many_times(string, substring):
    count = 0
    for i in range(len(string) - len(substring) + 1):
        if string[i:i + len(substring)] == substring:
            count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
18,HumanEval/18,10,normal,"['HumanEval/18', '238', '61', '773', '684', '207', '91', '192', '30', '338']","def how_many_times(string, substring):
    count = 0
    for i in range(len(string) - len(substring) + 1):
        if string[i:i+len(substring)] == substring:
            count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
19,HumanEval/19,1,normal,['HumanEval/19'],"from typing import Dict

def sort_numbers(numbers: str) -> str:
    num_dict: Dict[str, int] = {'zero': 0, 'one': 1, 'two': 2, 'three': 3, 'four': 4, 'five': 5,'six': 6,'seven': 7, 'eight': 8, 'nine': 9}
    return''.join(sorted([num_dict[word] for word in numbers.split(' ')], key=lambda x: x))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
19,HumanEval/19,5,normal,"['HumanEval/19', '749', '37', '877', 'HumanEval/105']","def sort_numbers(numbers: str) -> str:
    num_dict = {'zero': 0, 'one': 1, 'two': 2, 'three': 3, 'four': 4, 'five': 5,'six': 6,'seven': 7, 'eight': 8, 'nine': 9}
    return''.join(sorted([num_dict[x] for x in numbers.split(' ')]))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
19,HumanEval/19,10,normal,"['HumanEval/19', '749', '37', '877', 'HumanEval/105', '705', '516', 'HumanEval/70', 'HumanEval/145', '104']","from typing import List, Dict

def sort_numbers(numbers: str) -> str:
    num_dict: Dict[str, int] = {'zero': 0, 'one': 1, 'two': 2, 'three': 3, 'four': 4, 'five': 5,'six': 6,'seven': 7, 'eight': 8, 'nine': 9}
    return''.join(sorted([num_dict[x] for x in numbers.split(' ')])",0.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': False, 'result': ""failed: '(' was never closed (<string>, line 5)"", 'completion_id': 0})]})"
20,HumanEval/20,1,normal,['HumanEval/20'],"from typing import List, Tuple

def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    if len(numbers) < 2:
        raise ValueError(""List must contain at least two elements"")
    numbers.sort()
    min_diff = float('inf')
    closest_pair = None
    for i in range(len(numbers) - 1):
        diff = numbers[i+1] - numbers[i]
        if diff < min_diff:
            min_diff = diff
            closest_pair = (numbers[i], numbers[i+1])
    return closest_pair",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
20,HumanEval/20,5,normal,"['HumanEval/20', '89', 'HumanEval/99', 'HumanEval/0', 'HumanEval/19']","from typing import List, Tuple

def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    if len(numbers) < 2:
        raise ValueError(""List must contain at least two elements"")
    numbers.sort()
    closest_pair = (numbers[0], numbers[1])
    min_diff = abs(numbers[0] - numbers[1])
    for i in range(1, len(numbers) - 1):
        diff = abs(numbers[i] - numbers[i + 1])
        if diff < min_diff:
            min_diff = diff
            closest_pair = (numbers[i], numbers[i + 1])
    return closest_pair",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
20,HumanEval/20,10,normal,"['HumanEval/20', '89', 'HumanEval/99', 'HumanEval/0', 'HumanEval/19', '304', 'HumanEval/136', '259', '408', '898']","from typing import List, Tuple

def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    min_diff = float('inf')
    closest_pair = None
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            diff = abs(numbers[i] - numbers[j])
            if diff < min_diff:
                min_diff = diff
                closest_pair = (numbers[i], numbers[j])
    return closest_pair",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
21,HumanEval/21,1,normal,['HumanEval/21'],"from typing import List

def rescale_to_unit(numbers: List[float]) -> List[float]:
    min_val = min(numbers)
    max_val = max(numbers)
    return [(x - min_val) / (max_val - min_val) for x in numbers])",0.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': False, 'result': ""failed: unmatched ')' (<string>, line 6)"", 'completion_id': 0})]})"
21,HumanEval/21,5,normal,"['HumanEval/21', '919', '726', '673', 'HumanEval/25']","from typing import List

def rescale_to_unit(numbers: List[float]) -> List[float]:
    min_val = min(numbers)
    max_val = max(numbers)
    return [(x - min_val) / (max_val - min_val) for x in numbers]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
21,HumanEval/21,10,normal,"['HumanEval/21', '919', '726', '673', 'HumanEval/25', '117', 'HumanEval/156', '708', '205', '98']","from typing import List

def rescale_to_unit(numbers: List[float]) -> List[float]:
    min_val = min(numbers)
    max_val = max(numbers)
    return [(x - min_val) / (max_val - min_val) for x in numbers]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
22,HumanEval/22,1,normal,['HumanEval/22'],"from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    return [x for x in values if isinstance(x, int)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
22,HumanEval/22,5,normal,"['HumanEval/22', '41', 'HumanEval/7', '277', 'HumanEval/29']","from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    return [x for x in values if isinstance(x, int)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
22,HumanEval/22,10,normal,"['HumanEval/22', '41', 'HumanEval/7', '277', 'HumanEval/29', '722', 'HumanEval/3', 'HumanEval/26', 'HumanEval/136', '426']","from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    return [x for x in values if isinstance(x, int)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
23,HumanEval/23,1,normal,['HumanEval/23'],"def strlen(var_0: str) -> int:
    return len(var_0)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
